id,day,author,problem,language,ac,len,word,source,token,time,memory,status
30166152,2017-09-06 23:37:00,notsniwiast,1B - Spreadsheet,Python 3,Accepted,10,128,"for  n  in  range ( int ( input ())):     x  =  input (); a = b = 0      for  c  in  x :          if   '0'   <=  c <= '9' : b = 10 * b + int ( c )          elif  b :             a , b = x [ 1 :]. split ( 'C' ); b = int ( b ); v = """"              while  b :  b -= 1 ; v = chr ( 65 + b % 26 )+ v ; b //= 26              print ( v + a ); break          else : a = 26 * a + ord ( c )- 64      else : print ( ""R%dC%d""   %   ( b ,  a ))",kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pln kwd pln kwd pln pun pln kwd pln str pln pun pln pun str pun pln pun lit pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun lit pun pln pun str pun pln pun pln pun pln pun pln pun str pln kwd pln pun pln pun lit pun pln pun pln pun lit pun pln pun lit pun pln pun pln pun lit pln kwd pun pln pun pln pun kwd pln kwd pun pln pun lit pun pln pun pln pun pln pun lit pln kwd pun kwd pun str pln pun pln pun pln pun pln pun,4086 ms,0 KB,1
35446227,2018-02-18 15:57:00,Relento,3B - Lorry,Python 3,Accepted,29,261,"n , v  =  map ( int , input (). split ()) l1  =   [] l2  =   [] for  i  in  range ( n ):     t , x  =  map ( int , input (). split ())      if  t  ==   1 :         l1 . append ([ x , i + 1 ])      else :         l2 . append ([ x , i + 1 ]) l1 . sort ( reverse = True ) l2 . sort ( reverse = True ) s1  =   [ 0 ] s2  =   [ 0 ] for  i  in  range ( min ( v , len ( l1 ))):     s1 . append ( s1 [- 1 ]+ l1 [ i ][ 0 ]) for  i  in  range ( min ( int ( v / 2 ), len ( l2 ))):     s2 . append ( s2 [- 1 ]+ l2 [ i ][ 0 ]) ans  =   0 num  =   0 # print(s1) # print(s2) for  i  in  range ( min ( v , len ( l1 ))+ 1 ):      # print(t)     t  =  s1 [ i ]+ s2 [ min ( len ( l2 ), int (( v - i )/ 2 ))]      if  ans  <  t :         num  =  i         ans  =  t print ( ans ) print ( "" "" . join ( map ( lambda  x : str ( x [ 1 ]), l1 [ 0 : num ]+ l2 [ 0 : min ( len ( l2 ), int (( v - num )/ 2 ))])))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln lit pun pln pun pln pun pln pun pln pun lit pun pln kwd pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun kwd pun pln pun pln pun lit pun pln pun pln pun lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun kwd pln kwd pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln lit pln pun pln lit com com kwd pln kwd pln pun pln pun pln pun pln pun pln pun lit pun pln com pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pln pun pln kwd pun pln pun kwd pun str pun pln pun pln pun kwd pln pun pln pun pln pun lit pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun,1278 ms,21800 KB,3
42139586,2018-08-27 06:56:00,zhxjfl,4B - Before an Exam,Python 3,Accepted,16,117,"def  f ():     return  list ( map ( int , input (). split ())) d , t = f () a =[ f ()   for  _  in  range ( d )] b = list ( zip (* a )) zn = sum ( b [ 0 ]) zx = sum ( b [ 1 ]) if  zn <= t <= zx :     print ( 'YES' )    delta = t - zn     for  m1 , m2  in  a :     today = min ( m2 - m1 , delta )     delta -= today      print ( m1 + max ( 0 , today ), end = ' ' ) else :      print ( 'NO' )",kwd pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun kwd pln pun pln pun pln pun pln kwd pun str pun pln pun pln pun pln pln kwd pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln kwd pun pln pun pln pun lit pun pln pun pln pun str pun kwd pun pln kwd pun str pun,109 ms,0 KB,4
25660842,2017-03-20 10:23:00,Hamilton10,5B - Center Alignment,Python 3,Accepted,11,136,"import  sys a  =   [ l . strip ()   for  l  in  sys . stdin ] w , c  =  max ( len ( l )   for  l  in  a ),   0 print ( '*'   *   ( w + 2 )) for  l  in  a :     s  =   [( w - len ( l ))// 2 ]   *   2      if  len ( l )   %   2   !=  w  %   2 :         c  =   1 - c         s [ c ]   +=   1      print ( '*' + ' ' * s [ 0 ]   +  l  +   ' ' * s [ 1 ]   + '*' ) print ( '*'   *   ( w + 2 ))",kwd pln pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln lit kwd pun str pln pun pln pun pln pun lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln lit pln kwd pln pun pln pun pln pun pln lit pln pun pln pun pln lit pun pln pun pln lit pun pln pln pun pln pun pln pun pln lit pln kwd pun str pun str pun pln pun lit pun pln pun pln pun pln str pun pln pun lit pun pln pun str pun kwd pun str pln pun pln pun pln pun lit pun,154 ms,5400 KB,5
42260237,2018-08-30 05:26:00,zhxjfl,6B - President's Office,Python 3,Accepted,11,146,"m , n , c = input (). split () m , n = int ( m ), int ( n ) a =[ '' ]* m for  i  in  range ( m ): a [ i ]= input () ans = set () for  i  in  range ( m ):     for  j  in  range ( n ):          if  a [ i ][ j ]== c :           for  x , y  in   ( i - 1 , j ),( i + 1 , j ),( i , j - 1 ),( i , j + 1 ):              if  x  in  range ( m )   and  y  in  range ( n )   and  a [ x ][ y ]!= '.' : ans . add ( a [ x ][ y ]) print ( len ( ans -{ c }))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun str pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun str pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun,171 ms,0 KB,6
14302957,2015-11-16 22:17:00,merolish,7B - Memory Manager,Python 3,Accepted,42,277,"t ,  m  =  map ( int ,  input (). split ()) a ,  b  =   [ 0 ]   *  m ,   1   def  alloc ( n ):      global  b     f  =   0      for  i  in  range ( m ):          if   not  a [ i ]:             f  +=   1              if  f  ==  n :                 a [ i  -  n  +   1 : i  +   1 ]   =   [ b ]   *  n                 b  +=   1                  return  b  -   1          else :             f  =   0      return   'NULL'   def  erase ( x ):     f  =   0      for  i  in  range ( m ):          if  x  and  a [ i ]   ==  x :             a [ i ]   =   0             f  +=   1      if  f  ==   0 :          print ( 'ILLEGAL_ERASE_ARGUMENT' )   def  defragment ():     f  =   0      for  i  in  range ( m ):          if  f  and  a [ i ]:             a [ i  -  f ],  a [ i ]   =  a [ i ],   0          elif   not  a [ i ]:             f  +=   1   for  i  in  range ( t ):     c  =  input (). split ()      if  c [ 0 ]   ==   'alloc' :          print ( alloc ( int ( c [ 1 ])))      elif  c [ 0 ]   ==   'erase' :         erase ( int ( c [ 1 ]))      else :         defragment ()",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln lit pln kwd pln pun pln pun pln kwd pln pln pun pln lit pln kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pln pun pln lit pln kwd pln pun pln lit pln kwd pun pln pun pln lit pln kwd pln str pln kwd pln pun pln pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln pun pln lit pln kwd pln pun pln lit pun pln kwd pun str pun pln kwd pln pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln pun lit pun pln pun pln str pun pln kwd pun pln pun pln pun pln pun lit pun pln kwd pln pun lit pun pln pun pln str pun pln pun pln pun pln pun lit pun pln kwd pun pln pun,154 ms,300 KB,7
78317582,2020-04-27 20:41:00,Anastasia_Gavrilita,8B - Obsession with Robots,Python 3,Accepted,17,156,"#8B - Obsession with robots s  =  input () d  =   { 'U' :( 0 , 1 ),   'D' :( 0 ,- 1 ),   'L' :(- 1 , 0 ),   'R' :( 1 , 0 )} p  =   [( 0 , 0 )] for  x  in  s : 	a  =  p [- 1 ] 	b  =  d [ x ] 	c  =   ( a [ 0 ]+ b [ 0 ],  a [ 1 ]+ b [ 1 ]) 	z  =   0 	 for  y  in  d . values (): 		 if   ( c [ 0 ]+ y [ 0 ],  c [ 1 ]+ y [ 1 ])   in  p : 			z  +=   1 	 if   ( z  !=   1 )   or   ( c  in  p ): 		 print ( 'BUG' ) 		exit () 	p . append ( c ) print   ( 'OK' )",com pln pun pln pun pln pun pln pun str pun lit pun lit pun pln str pun lit pun lit pun pln str pun lit pun lit pun pln str pun lit pun lit pun pln pun pln pun lit pun lit pun kwd pln kwd pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln pun lit pun pln pun lit pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln kwd pln pun pln pun lit pun pln pun lit pun pln pun lit pun pln pun lit pun pln kwd pln pun pln pun pln lit pln kwd pln pun pln pun pln lit pun pln kwd pln pun pln kwd pln pun pln kwd pun str pun pln pun pln pun pln pun pln pun kwd pln pun str pun,216 ms,300 KB,8
73773998,2020-03-20 11:24:00,Vasiliy_48,9B - Running Student,Python 3,Accepted,8,98,"n , vb , vs = map ( int , input (). split ()) a = list ( map ( float , input (). split ())) x , y = map ( float , input (). split ()) m , ans = 10 ** 10 , 0 for  i  in  range ( 1 , n ):     t =((( x - a [ i ])** 2 + y ** 2 )** 0.5 )/ vs + a [ i ]/ vb      if  t <= m :  m , ans = t , i print ( ans + 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun lit pun lit kwd pln kwd pln pun lit pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun lit pun pln pun pln pun pln pun pln pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pun pln pun lit pun,218 ms,0 KB,9
55736694,2019-06-19 07:39:00,07rahi,11B - Jumping Jack,Python 3,Accepted,6,32,j = abs ( int ( input ())) i = 0 while  j > 0   or  j & 1 :     i += 1     j -= i print   ( i ),pln pun pln pun pln pun pln pun pln pun lit kwd pln pun lit pln kwd pln pun lit pun pln pun lit pln pun pln kwd pln pun pln pun,218 ms,0 KB,11
19678218,2016-08-07 03:23:00,Amores,12B - Correct Solution?,Python 3,Accepted,4,52,"s = input () k = s . count ( '0' ) s = '' . join ( sorted ( s ))[ k :] print ([ 'WRONG_ANSWER' , 'OK' ][ input ()==( '0'   if  s == ''   else  s [ 0 ]+ '0' * k + s [ 1 :])])",pln pun pln pun pln pun pln pun pln pun str pun pln pun str pun pln pun pln pun pln pun pln pun kwd pun str pun str pun pln pun str pln kwd pln pun str pln kwd pln pun lit pun str pun pln pun pln pun lit pun,154 ms,4500 KB,12
78333419,2020-04-28 01:08:00,Anastasia_Gavrilita,13B - Letter A,Python 3,Accepted,31,516,"#13B - Letter A import  math r  =   lambda :  map ( int , input (). split ()) #Function to check if the lines cross def  cross ( a ,  b ):    return  a [ 0 ]   *  b [ 1 ]   -  a [ 1 ]   *  b [ 0 ] def  dot ( a ,  b ):    return  a [ 0 ]   *  b [ 0 ]   +  a [ 1 ]   *  b [ 1 ] # def l(v): #   return math.hypot(*v) def  on_line ( a ,  b ):    return  dot ( a ,  b )   >   0   and  cross ( a ,  b )   ==   0   and  abs ( b [ 0 ])   <=  abs ( 5   *  a [ 0 ])   <=  abs ( 4   *  b [ 0 ])   and  abs ( b [ 1 ])   <=  abs ( 5   *  a [ 1 ])   <=  abs ( 4   *  b [ 1 ]) def  is_A ( a ,  b ,  c ):   a ,  b  =  set ( a ),  set ( b )    if  len ( a  &  b )   !=   1 :      return   False   p1 ,   =  a  &  b   p2 ,  p3  =  a  ^  b   v1  =   ( p2 [ 0 ]   -  p1 [ 0 ],  p2 [ 1 ]   -  p1 [ 1 ])   v2  =   ( p3 [ 0 ]   -  p1 [ 0 ],  p3 [ 1 ]   -  p1 [ 1 ])    if  dot ( v1 ,  v2 )   <   0   or  abs ( cross ( v1 ,  v2 ))   ==   0 :      return   False   v3  =   ( c [ 0 ][ 0 ]   -  p1 [ 0 ],  c [ 0 ][ 1 ]   -  p1 [ 1 ])   v4  =   ( c [ 1 ][ 0 ]   -  p1 [ 0 ],  c [ 1 ][ 1 ]   -  p1 [ 1 ])    return   ( on_line ( v3 ,  v1 )   and  on_line ( v4 ,  v2 ))   or   ( on_line ( v3 ,  v2 )   and  on_line ( v4 ,  v1 )) for  i  in  range ( int ( input ())):   xa1 ,  ya1 ,  xa2 ,  ya2  =  r ()   xb1 ,  yb1 ,  xb2 ,  yb2  =  r ()   xc1 ,  yc1 ,  xc2 ,  yc2  =  r ()   a ,  b ,  c  =   [( xa1 ,  ya1 ),   ( xa2 ,  ya2 )],   [( xb1 ,  yb1 ),   ( xb2 ,  yb2 )],   [( xc1 ,  yc1 ),   ( xc2 ,  yc2 )]    print   ( ""YES""   if  is_A ( a ,  b ,  c )   or  is_A ( a ,  c ,  b )   or  is_A ( b ,  c ,  a )   else   ""NO"" )",com kwd pln pln pun pln kwd pun pln pun pln pun pln pun pln pun com kwd pln pun pln pun pln pun pln kwd pln pun lit pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun lit pun kwd pln pun pln pun pln pun pln kwd pln pun lit pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun lit pun com com kwd pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun lit pun pln pun pln pun lit pln pun pln pun lit pun pln pun pln pun lit pln pun pln pun lit pun pln kwd pln pun pln pun lit pun pln pun pln pun lit pln pun pln pun lit pun pln pun pln pun lit pln pun pln pun lit pun kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln lit pun pln kwd pln kwd pln pun pln pun pln pun pln pln pun pln pun pln pun pln pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun lit pun pln pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln pun pln pun pln pun pln lit pun pln kwd pln kwd pln pun pln pun pln pun lit pun lit pun pln pun pln pun lit pun pln pun lit pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun lit pun pln pun pln pun lit pun pln pun lit pun lit pun pln pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun str pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln str pun,716 ms,300 KB,13
79420804,2020-05-09 02:18:00,coderemite,14B - Young Photographer,Python 3,Accepted,7,85,"l = 0 ; r = 1E4 n , x = map ( int , input (). split ()) for  _  in [ 0 ]* n :   a , b = sorted ( map ( int , input (). split ()))   l = max ( l , a )   r = min ( r , b ) print ([[[ x - r , l - x ][ x < l ], 0 ][ l <= x <= r ],- 1 ][ l > r ])",pln pun lit pun pln pun lit pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun,218 ms,6500 KB,14
21232483,2016-10-06 14:11:00,Francis5566,15B - Laser,Python 3,Accepted,4,92,"t  =  int ( input ()) for  q  in  range ( t ): 	n , m , x1 , y1 , x2 , y2  =  map ( int , input (). split ( ' ' )) 	 print ( n * m - 2 *(( n - abs ( x1 - x2 ))*( m - abs ( y1 - y2 )))+( min ( 0 ,( n - 2 *( n - abs ( x1 - x2 ))))* min ( 0 , m - 2 *( m - abs ( y1 - y2 )))))",pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun str pun pln kwd pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln pun pln pun pln pun pln pun,404 ms,0 KB,15
79097876,2020-05-06 03:32:00,coderemite,16B - Burglar and Matches,Python 3,Accepted,9,79,"I = lambda : map ( int , input (). split ()) n , m = I () r = 0 for  x  in  sorted ([[* I ()] for  _  in [ 0 ]* m ], key = lambda  x : x [ 1 ])[::- 1 ]:   v = min ( n , x [ 0 ])   r += v * x [ 1 ]   n -= v    if  n < 1 : break print ( r )",pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun kwd pln kwd pun lit pun pln pun pln pun kwd pln pun pln pun lit pun lit pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pln kwd pln pun lit pun kwd kwd pun pln pun,248 ms,0 KB,16
5360379,2013-12-06 16:42:00,yugle7,17B - Hierarchy,Python 3,Accepted,8,117,"n ,  q  =  int ( input ()),  list ( map ( int ,  input (). split ())) p  =   [ 1000001   for  i  in  range ( n  +   1 )] for  i  in  range ( int ( input ())):     a ,  b ,  c  =  map ( int ,  input (). split ())     p [ b ]   =  min ( p [ b ],  c ) k  =  q . index ( max ( q ))   +   1 p  =  p [ 1 :  k ]   +  p [ k  +   1 :] print (- 1   if   1000001   in  p  else  sum ( p ))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pln kwd pln kwd pln pun pln pun pln lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln lit pun kwd pun lit pln kwd pln lit pln kwd pln kwd pln pun pln pun,156 ms,100 KB,17
53689102,2019-05-03 06:22:00,MIC10086,18B - Platforms,Python 3,Accepted,7,68,"n ,  d ,  m ,  l  =  map ( int ,  input (). split ()) for  i  in  range ( 1 , n + 1 ):     a  =   ( i - 1 )* m + l     b  =  i * m - 1      if  a // d  !=  b // d :          break print   ( a // d * d + d )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun lit pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pln pun pln pun pln pun lit pln kwd pln pun pln pun pln pun pln pun pln kwd kwd pln pun pln pun pln pun pln pun pln pun,1808 ms,0 KB,18
34343816,2018-01-20 11:00:00,yugle7,20B - Equation,Python 3,Accepted,7,129,"a ,  b ,  c  =  map ( int ,  input (). split ()) t  =   [ 1 ,   - c  /  b ]   if  b  else   [-( c  ==   0 )] if  a :     d ,  x  =  b  *  b  -   4   *  a  *  c ,   - 2   *  a      if  d :  t  =   [ 0 ]   if  d  <   0   else   [ 2 ]   +  sorted ([( b  -  d  **   0.5 )   /  x ,   ( b  +  d  **   0.5 )   /  x ])      else :  t  =   [ 1 ,  b  /  x ] print (* t )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln lit pun kwd pln pun pln pun pln pun pln pun pln pun pln lit pln pun pln pun pln pun pln pun lit pln pun pln pln kwd pln pun pln pun pln pun lit pun pln kwd pln pun pln lit pln kwd pln pun lit pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln kwd pun pln pun pln pun lit pun pln pun pln pun kwd pun pln pun,62 ms,5500 KB,20
54988781,2019-06-02 20:18:00,meme_lord,21B - Intersection,Python 3,Accepted,5,120,"R = lambda : map ( int , input (). split ()) a1 , b1 , c1 = R () a2 , b2 , c2 = R () Z  =   lambda  x , y , z : not  x  and   not  y  and  z print ( ""1"" )   if   ( a1 * b2 - a2 * b1 )   else   print ( ""0"" )   if  Z ( a1 , b1 , c1 )   or  Z ( a2 , b2 , c2 )   or   ( c1 * b2 - c2 * b1 )   or   ( a1 * c2 - a2 * c1 )   else   print ( ""-1"" )",pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun kwd pln kwd pln kwd pln kwd pln kwd pun str pun pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pun str pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pun str pun,124 ms,0 KB,21
55935055,2019-06-22 16:33:00,MajAK,22B - Bargaining Table,Python 3,Accepted,10,118,"n , m = map ( int ,  input (). split ()) g =[ input ()   for  i  in  range ( n )] ans = 0 for  i  in  range ( n ):      for  j  in  range ( m ):          for  k  in  range ( i ,  n ):              for  l  in  range ( j ,  m ):                  if  all ( g [ a ][ j : l + 1 ]== '0' *( l - j + 1 )   for  a  in  range ( i , k + 1 )):                     ans = max ( ans , 2 *( k - i + l - j + 2 )) print ( ans )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun lit pun str pun pln pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun lit pun kwd pun pln pun,1340 ms,0 KB,22
50276780,2019-02-21 13:31:00,T1duS,23B - Party,Python 3,Accepted,3,26,"for  i  in  range ( int ( input ())):  x  =  int ( input ())   print ( max ( 0 , x - 2 ))",kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pun pln pun lit pun pln pun lit pun,1932 ms,0 KB,23
47815586,2019-01-01 17:11:00,SirULG,24B - F1 Champions,Python 3,Accepted,12,149,"D , points  =   {},[ 25 ,   18 ,   15 ,   12 ,   10 ,   8 ,   6 ,   4 ,   2 ,   1 ]+[ 0 ]* 50 for  tour  in  range ( int ( input ())): 	 for  j  in  range ( int ( input ())): 		player  = str ( input ()) 		 if  player  not   in  D : 			D [ player ]   =   [ 0 ]* 51 +[ player ] 		D [ player ][ 0 ]   +=  points [ j ] 		D [ player ][ j + 1 ]   +=   1 win  =  D . values () print ( sorted ( win )[- 1 ][- 1 ]) win =   [[ p [ 1 ]]+ p  for  p  in  win ] print ( sorted ( win )[- 1 ][- 1 ])",pln pun pln pun pln pun lit pun pln lit pun pln lit pun pln lit pun pln lit pun pln lit pun pln lit pun pln lit pun pln lit pun pln lit pun lit pun lit kwd pln kwd pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun lit pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln lit pln pun pln pun pln pun kwd pun pln pun pln pun lit pun lit pun pln pun pln pun pln pun lit pun pln kwd pln kwd pln pun kwd pun pln pun pln pun lit pun lit pun,218 ms,0 KB,24
15914693,2016-02-09 16:51:00,not_bot_but_POT,25B - Phone numbers,Python 3,Accepted,3,38,f  =   lambda  s :  s  if  len ( s )   <=   3   else  s [: 2 ]+ '-' + f ( s [ 2 :]) input () print ( f ( input ())),pln pun pln kwd pln pun pln kwd pln pun pln pun pln pun pln lit pln kwd pln pun lit pun str pun pln pun pln pun lit pun pln pun kwd pun pln pun pln pun,124 ms,0 KB,25
79803945,2020-05-12 12:22:00,hosein_bidaki,26B - Regular Bracket Sequence,Python 3,Accepted,5,46,"s  , l  , r  =  input (),   0 ,   0 for  i  in  s  :      if  i  ==   '('   :  l  +=   1      elif  r  <  l  :  r  +=   1 print ( 2 * r )",pln pun pln pun pln pun pln pun pln lit pun pln lit kwd pln kwd pln pun pln kwd pln pun pln str pln pun pln pun pln lit pln kwd pln pun pln pun pln pun pln lit kwd pun lit pun pln pun,624 ms,9700 KB,26
55868465,2019-06-21 16:25:00,MajAK,27B - Tournament,Python 3,Accepted,12,111,"n = int ( input ()) a =[ 0 ]* n for  c  in  range ( n *( n - 1 )// 2 - 1 ):      ( x , y )= map ( int , input (). split ())     a [ x - 1 ]+= 1     a [ y - 1 ]-= 1 r  =   [] for  i  in  range ( n ):      if   ( a [ i ]& 1 )!=( n - 1 )& 1 :         r . append (( a [ i ], i + 1 )) r . sort () print ( r [ 1 ][ 1 ], r [ 0 ][ 1 ])",pln pun pln pun pln pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln pun lit pun lit pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun lit pln pun pln pun lit pun lit pln pun pln pun kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun lit pun pln pun lit pun lit pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun kwd pun pln pun lit pun lit pun pln pun lit pun lit pun,248 ms,0 KB,27
