10,100,11,20,abs,add,all,and,ans,any,append,bin,break,count,def,elif,else,enumerate,exec,exit,find,for,from,gcd,if,import,in,index,int,join,key,lambda,len,list,map,math,max,min,no,not,open,or,ord,pop,range,re,replace,return,sep,set,sorted,split,str,strip,sum,sys,while,yes,yneos,zip
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21092547021469726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16503109503615895,0.3102759386169228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660415642522286,0.0,0.0,0.0,0.0,0.0,0.0,0.8296018597842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2701604447991273,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723464744109214,0.0,0.0,0.0,0.0,0.0,0.22355292726770107,0.0,0.0,0.0,0.4460239959644327,0.0,0.6501628200269867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072532198842418,0.20338597509098955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43319409779471124,0.0,0.31077126507409597,0.0,0.0,0.18590362949588374,0.0,0.4523751022798529,0.0,0.0,0.0,0.0,0.0,0.5543060524286144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41146749818014555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015546012329621,0.0,0.0,0.0,0.0,0.0,0.21095494206922039,0.0,0.0,0.0,0.0,0.1379588135437115,0.0,0.0,0.16505415423531467,0.0,0.4016403020553633,0.0,0.20562899171687887,0.0,0.0,0.0,0.0,0.0,0.1333620637919505,0.0,0.0,0.2454344618733924,0.0,0.0,0.0,0.29552638718863095,0.0,0.0,0.18266028504018142,0.0,0.0,0.0,0.0,0.0,0.0,0.12133132728784211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27153747762727387,0.0,0.0,0.0,0.0,0.26350954977591806,0.7179526886938795,0.2023646634223538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23881042263726857,0.0,0.0,0.49334792718294324,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49680055102014914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4239053083275808,0.0,0.0,0.253580508358389,0.0,0.4113726691471734,0.0,0.15795877569506392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5612592806521086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13801667525239125,0.0,0.0,0.0,0.0,0.0,0.17902328359130365,0.0,0.0,0.329467631361681,0.0,0.0,0.0,0.0,0.0,0.0,0.24520049465214186,0.0,0.0,0.0,0.0,0.8681601894373204,0.0,0.16287339889585367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.3392470262667516,0.0,0.0,0.1392386273405536,0.0,0.0,0.1696235131333758,0.0,0.17891194072692765,0.0,0.0,0.0,0.20402071812367265,0.18598404696613569,0.0,0.18598404696613569,0.0,0.3335600476409106,0.19088680661121532,0.0,0.07981435927994227,0.15005944931327275,0.38843812829877283,0.0,0.14915237637579917,0.14815261151305448,0.0,0.0,0.0,0.2573325589092501,0.2579567348212288,0.0,0.0,0.0,0.12866627945462505,0.0,0.0,0.0,0.0,0.21045087043131835,0.17665612457822558,0.0,0.0,0.0,0.0,0.0,0.0,0.17601463337162335,0.15561773977048862,0.0,0.0,0.0,0.0,0.1306583029077162,0.0,0.15870250977347894
0.0,0.0,0.0,0.0,0.0,0.0,0.43485609585624957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433826291580866,0.0,0.0,0.0,0.0,0.4210003413685236,0.0,0.10777040459467918,0.0,0.0,0.0,0.0,0.0,0.13979043959159937,0.0,0.0,0.0,0.0,0.0,0.40655493769871853,0.3097714777454533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12717979233029383,0.0,0.0,0.0,0.0,0.0,0.0,0.3699700321927974,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5717897026824177,0.0,0.4101990543351433,0.0,0.0,0.24538141580915013,0.0,0.3980716366332778,0.0,0.1528514485220389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3955718507835712,0.0,0.0,0.0,0.0,0.0,0.2715559603023474,0.0,0.0,0.0,0.0,0.0,0.0,0.18037990627880854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41510257286957997,0.0,0.29779249616490605,0.0,0.0,0.1781397191291017,0.0,0.43348251930130266,0.39368584617245744,0.2219313473141759,0.0,0.0,0.0,0.0,0.0,0.14393506601781966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39428334323181286,0.0,0.0,0.0,0.0,0.3490012351297684,0.0,0.13095052750870315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5278034154253394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4151644524798383,0.0,0.0,0.0,0.0,0.4028902342022026,0.0,0.15470169242407672,0.0,0.0,0.3833678933650678,0.0,0.0,0.20066564351187177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18256337804089914,0.0,0.0,0.3771496366923552,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18663360008918353,0.0,0.0,0.0,0.0,0.18111583109004975,0.0,0.27817924800194355,0.0,0.0,0.0,0.0,0.0,0.360830039654246,0.0,0.0,0.6640578594258381,0.0,0.0,0.0,0.0,0.0,0.0,0.2471066959383794,0.0,0.0,0.0,0.0,0.0,0.0,0.32827917019095243,0.0,0.0,0.3390887348267862,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8181257438955376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16088221324332141,0.0,0.0,0.19247974780508229,0.0,0.15612577662996865,0.0,0.23979654829317748,0.0,0.0,0.0,0.0,0.3102906951063905,0.15552166211365634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21301133413712128,0.0,0.0,0.0,0.0,0.0,0.0,0.14149188419653244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36507442193500395,0.0,0.0,0.0,0.0,0.0,0.1371091764293962,0.0,0.0,0.1640376469770393,0.0,0.13305558284904748,0.0,0.10218129954914189,0.0,0.0,0.25321655461968856,0.0,0.0,0.1325407363527766,0.0,0.0,0.0,0.0,0.0,0.7709410023728629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12058409268829097,0.31983177075069597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988144781539609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224572611914565,0.0,0.0,0.0,0.0,0.0,0.24054622251121402,0.0,0.7012815982537463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2923351453525349,0.0,0.10968855591302923,0.29093294386215013,0.0,0.0,0.0,0.0,0.24427038177676424,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5399704425932745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108994340683261,0.0,0.2226945737697334,0.0,0.39671629157399196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5399704425932745,0.0,0.20260505459359046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37176605209416685,0.0,0.0,0.0,0.0,0.4810559098633182,0.48222274049106456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43872090374543976,0.0,0.0,0.45316708978693976,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748401246223496,0.0,0.0,0.0,0.0,0.22868140386888214,0.0,0.0,0.13679740618008257,0.25719361307992117,0.22192050357899248,0.0,0.08521298004469184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4898664127840021,0.0,0.0,0.0,0.687672723469402,0.0,0.0,0.0,0.0,0.25080036392588073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27007570923376106,0.0,0.0,0.0,0.0,0.0,0.5053789649700281,0.0,0.21131108534283194,0.39728722232947905,0.0,0.0,0.13162857250989757,0.0,0.0,0.0,0.0,0.0,0.1707371897059924,0.5053789649700281,0.0,0.0,0.0,0.0,0.0,0.37834856028673247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15533480253231144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13039749042484464,0.0,0.0,0.0,0.0,0.12654232592130812,0.0,0.2915381459479186,0.0,0.0,0.0,0.0,0.5029906927356815,0.3781580456439291,0.0,0.0,0.4639651077011079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34404399795531426,0.0,0.0,0.23691511084616923,0.0,0.0,0.0,0.0,0.31020515114064723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3322022082670939,0.0,0.0,0.0,0.0,0.3223807450078306,0.0,0.24757535737446504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43984250439946637,0.0,0.0,0.0,0.0,0.0,0.7286682110639751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357132157935641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443999943297714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24768344162088762,0.0,0.0,0.0,0.5571296849924067,0.24036075152049075,0.6548819500369721,0.18458732377157033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279379322283734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4850609947526347,0.0,0.0,0.0,0.0,0.4707203051969699,0.0,0.36149413259692775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6422306577413217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27967108574309174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9600958721915641,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45590990249952446,0.0,0.49060120352815234,0.0,0.0,0.1956520322627785,0.0,0.4760967192848445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21652200241418393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971193135094026,0.0,0.0,0.0,0.0,0.38903361303042816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
