10,100,11,abs,add,ans,append,bin,break,count,def,elif,enumerate,exit,gcd,import,index,int,join,key,lambda,len,list,map,math,max,min,open,ord,pop,range,replace,return,sep,set,sorted,split,str,strip,sum,sys,yes,yneos,zip
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158496419891917,0.0,0.0,0.7710720516609673,0.0,0.0,0.4089048029686602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37213405771550534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451502923700792,0.31567950111560195,0.0,0.10553477727587798,0.0,0.0,0.0,0.0,0.0,0.0,0.8107813372901519,0.0,0.0,0.0,0.0,0.0,0.18353120624450064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11166480242118644,0.0,0.0,0.0,0.0,0.0,0.14456332369099884,0.0,0.5174144295228785,0.5359737125872833,0.0,0.0,0.0,0.3883833635208415,0.0,0.0,0.4934534630950057,0.0,0.0,0.13156347357967965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884989988739719,0.0,0.0,0.46017563573102166,0.0,0.48461787418916163,0.24403429907002644,0.0,0.0,0.0,0.0,0.0,0.0,0.3278108840726979,0.0,0.0,0.0,0.0,0.5491043209187237,0.22208952615713917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645536662475262,0.0,0.0,0.0,0.0,0.0,0.5843169974804295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342754721863199,0.4901265047934338
0.0,0.0,0.0,0.0,0.0,0.0,0.43773370627657826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12844426115211177,0.0,0.0,0.0,0.30485716066189483,0.0,0.16628632208693994,0.0,0.0,0.0,0.0,0.0,0.0,0.4467443016022532,0.0,0.0,0.0,0.0,0.0,0.15133303236240822,0.0,0.5778070408226296,0.0,0.0,0.33905620584813656,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4718385408824946,0.0,0.0,0.6881254159636687,0.0,0.0,0.0,0.06141652876303096,0.0,0.0,0.0,0.0,0.15789764288943045,0.07951097691516651,0.0,0.1422910241372972,0.0,0.0,0.0,0.0,0.10680696826377385,0.0,0.4815969063215927,0.0,0.0,0.0,0.07236095604050062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383523638769985,0.0,0.0,0.0,0.0,0.0,0.21894798984168626,0.32166702703776184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38076347643591546,0.0,0.0,0.0,0.0,0.6378033198941279,0.3869467923501467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281624858811257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37217522728275354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7497895792727781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6616763459682916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19237077982324025,0.0,0.0,0.0,0.0,0.0,0.24904677847708737,0.0,0.0,0.0,0.7318260267668174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5603829572064181,0.22665125858831328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5358428242869093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6810641697460197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49902311003438843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8635023919309337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25337762467067426,0.0,0.0,0.0,0.0,0.0,0.1640136854994039,0.0,0.0,0.3040433136420482,0.0,0.0,0.0,0.22031932170384314,0.0,0.0,0.0,0.0,0.0,0.14926476251355217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698917532681677,0.22133199854338856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260773367357662,0.0,0.0,0.538772758728021,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6554065679250564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20869635443076037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7258705548291714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13935045232929652,0.0,0.0,0.0,0.0,0.0,0.1804056794063251,0.0,0.0,0.33443026659347547,0.0,0.0,0.0,0.24233866093123665,0.0,0.0,0.0,0.866318446736104,0.0,0.16418270713622257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4386978926501251,0.0,0.0,0.2164076479656901,0.0,0.2257725462120632,0.0,0.0,0.0,0.235082395310943,0.23715833787429064,0.0,0.18994510416843743,0.0,0.19050157700026304,0.18658335544737648,0.0,0.0,0.0,0.3265109092604949,0.32883583179187614,0.0,0.0,0.0,0.0,0.0,0.264196210711534,0.2208623237497109,0.0,0.0,0.0,0.0,0.0,0.2244489637659193,0.1954254864758973,0.0,0.0,0.0,0.1676232718286609,0.0,0.20263092850386336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806688779048906,0.0,0.0,0.0,0.0,0.0,0.23389727927820878,0.0,0.0,0.0,0.6873090975617187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21286407739526533,0.0,0.0,0.0,0.0,0.0,0.6284472199527956,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8487881728251466,0.0,0.0,0.0,0.22726797479366068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39523242130496367,0.0,0.0,0.0,0.0,0.0,0.2677671347547206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041815711054499,0.0,0.0,0.4695819034741488,0.26999510186866477,0.0,0.0,0.0,0.0,0.0,0.17477033254938382,0.0,0.0,0.0,0.0,0.0,0.0,0.4695374170026231,0.0,0.0,0.0,0.41962859353425147,0.0,0.15905411858142243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6541841761782239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18938335362973852,0.0,0.0,0.4623345782950548,0.0,0.0,0.24517920113445088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22313147295704944,0.0,0.0,0.4610024423208574,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879409927077345,0.0,0.0,0.0,0.0,0.0,0.3727737481297688,0.0,0.0,0.6910360271158781,0.0,0.0,0.0,0.25037319016055043,0.0,0.0,0.0,0.0,0.0,0.3392520862905607,0.0,0.0,0.3504571503736262,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8607078510839041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24917102135669378,0.0,0.0,0.0,0.0,0.3203007214912502,0.16129071217507546,0.0,0.0,0.0,0.0,0.0,0.0,0.21666155598748235,0.0,0.0,0.0,0.0,0.0,0.14678665243786523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36998769817715854,0.0,0.0,0.0,0.0,0.0,0.1056102604807435,0.0,0.0,0.2578224237091986,0.0,0.0,0.13672500143224817,0.0,0.0,0.0,0.8035351042860821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12443001208288668,0.3250199319546898,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2487893286662708,0.0,0.0,0.0,0.0,0.0,0.7975332412799926,0.0,0.0,0.0,0.0,0.0,0.0,0.32582862543624536,0.0,0.12350060416730958,0.32259225319437757,0.0,0.0,0.0,0.27669865339539806,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541864662738632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095213977670355,0.0,0.22337611129990062,0.0,0.3997487752990612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5363324658516718,0.0,0.203289024954577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3727302502606901,0.0,0.0,0.0,0.0,0.47913183254649006,0.482543493110948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43915079209611035,0.0,0.0,0.45365538312565945,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967059831619042,0.0,0.23291569614093396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784917475677861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676546388561942,0.0,0.18977255624643594,0.0,0.0,0.0,0.0,0.0,0.24568307005857962,0.7289731920892796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223590031491778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29680719026594077,0.0,0.0,0.0,0.0,0.508713823238593,0.3842520918846863,0.0,0.0,0.4748761419299708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34969824052098253,0.0,0.0,0.24083221851078984,0.0,0.0,0.0,0.3157050849512252
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28272847364851234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4916815020392176,0.0,0.0,0.0,0.0,0.8235981488206743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293258806404226,0.0,0.0,0.0,0.0,0.0,0.8484185948482277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5973946233652464,0.6946979032337746,0.19971492700620705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34731604504801983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4984865078335208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8668974573200345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762937263924377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610732421393182,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6493425374128968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023619220138181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4232278124606947,0.0,0.0,0.0,0.5548060525823647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281624858811257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37217522728275354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6874342101620632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16522732702727352,0.0,0.0,0.0,0.3921602516879814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28734007325944594,0.0,0.0,0.0,0.5135953235744639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7795305546705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2482202542494638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750815765744924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5141711362833699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15087330666725246,0.0,0.0,0.0,0.7161831517841031,0.0,0.0,0.0,0.0,0.36208422238440496,0.0,0.0,0.0,0.26237758469279854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22957434911455774,0.0,0.0,0.5604513694099762,0.0,0.0,0.2972112091061322,0.0,0.0,0.0,0.0,0.0,0.0,0.399243342369013,0.0,0.0,0.0,0.0,0.0,0.27048450504914573,0.0,0.0,0.5588365271160417,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35426054146437586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9351467632202806,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542275382685148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9671444353280078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9357803537463173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06772604264468597,0.0,0.0,0.0,0.0,0.0,0.08767939057667212,0.0,0.0,0.3250744883620538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07979482548611783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6981130379053312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7159875601618997,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39699214572163116,0.0,0.0,0.0,0.0,0.0,0.2569766964180447,0.0,0.4598796132483202,0.47637516387626644,0.0,0.0,0.0,0.34519638575357664,0.0,0.0,0.0,0.0,0.0,0.467736158059762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677376765968018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356362667288155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4150050761890091,0.0,0.0,0.0,0.0,0.0,0.5372732666129398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488958993279572,0.0,0.0,0.0,0.0,0.5477475026063041,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4769423384075901,0.0,0.0,0.0,0.0,0.1288318045319968,0.0,0.5693154756438356,0.31451232052709066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3752916512175916,0.15178963598427442,0.0,0.0,0.0,0.0,0.0,0.0,0.41110381211874214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49603562229796405,0.0,0.0,0.0,0.0,0.0,0.6421769140650999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5844291851484633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796869150512857,0.0,0.0,0.0,0.0,0.0,0.11373021180076516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5933506517099907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2565665602086211,0.0,0.0,0.0,0.0,0.0,0.3321558260751271,0.0,0.5944184626963696,0.6157398249901562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022867289740696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31504882005348406,0.0,0.0,0.0,0.0,0.0,0.4078680440419405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18559526464335366,0.0,0.0,0.38345047944106625,0.0,0.0,0.5479404018224134,0.5026622556363081
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962874206533855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181265055709299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
